report_date,published_date,description,commodity,type,class,volume,unit,Year,IndexbyYear
2010-02-06 00:00:00.000,"","","","","Steer",833,"",2010,6
2010-02-13 00:00:00.000,"","","","","Steer",831,"",2010,7
2010-02-20 00:00:00.000,"","","","","Steer",831,"",2010,8
2010-02-27 00:00:00.000,"","","","","Steer",825,"",2010,9
2010-03-06 00:00:00.000,"","","","","Steer",825,"",2010,10
2010-03-13 00:00:00.000,"","","","","Steer",823,"",2010,11
2010-03-20 00:00:00.000,"","","","","Steer",820,"",2010,12
2010-03-27 00:00:00.000,"","","","","Steer",816,"",2010,13
2010-04-03 00:00:00.000,"","","","","Steer",813,"",2010,14
2010-04-10 00:00:00.000,"","","","","Steer",814,"",2010,15
2010-04-17 00:00:00.000,"","","","","Steer",810,"",2010,16
2010-04-24 00:00:00.000,"","","","","Steer",807,"",2010,17
2010-05-01 00:00:00.000,"","","","","Steer",804,"",2010,18
2010-05-08 00:00:00.000,"","","","","Steer",806,"",2010,19
2010-05-15 00:00:00.000,"","","","","Steer",807,"",2010,20
2010-05-22 00:00:00.000,"","","","","Steer",808,"",2010,21
2010-05-29 00:00:00.000,"","","","","Steer",810,"",2010,22
2010-06-05 00:00:00.000,"","","","","Steer",817,"",2010,23
2010-06-12 00:00:00.000,"","","","","Steer",818,"",2010,24
2010-06-19 00:00:00.000,"","","","","Steer",820,"",2010,25
2010-06-26 00:00:00.000,"","","","","Steer",824,"",2010,26
2010-07-03 00:00:00.000,"","","","","Steer",827,"",2010,27
2010-07-10 00:00:00.000,"","","","","Steer",834,"",2010,28
2010-07-17 00:00:00.000,"","","","","Steer",832,"",2010,29
2010-07-24 00:00:00.000,"","","","","Steer",836,"",2010,30
2010-07-31 00:00:00.000,"","","","","Steer",837,"",2010,31
2010-08-07 00:00:00.000,"","","","","Steer",844,"",2010,32
2010-08-14 00:00:00.000,"","","","","Steer",840,"",2010,33
2010-08-21 00:00:00.000,"","","","","Steer",840,"",2010,34
2010-08-28 00:00:00.000,"","","","","Steer",842,"",2010,35
2010-09-04 00:00:00.000,"","","","","Steer",846,"",2010,36
2010-09-11 00:00:00.000,"","","","","Steer",851,"",2010,37
2010-09-18 00:00:00.000,"","","","","Steer",853,"",2010,38
2010-09-25 00:00:00.000,"","","","","Steer",852,"",2010,39
2010-10-02 00:00:00.000,"","","","","Steer",854,"",2010,40
2010-10-09 00:00:00.000,"","","","","Steer",859,"",2010,41
2010-10-16 00:00:00.000,"","","","","Steer",861,"",2010,42
2010-10-23 00:00:00.000,"","","","","Steer",860,"",2010,43
2010-10-30 00:00:00.000,"","","","","Steer",856,"",2010,44
2010-11-06 00:00:00.000,"","","","","Steer",858,"",2010,45
2010-11-13 00:00:00.000,"","","","","Steer",857,"",2010,46
2010-11-20 00:00:00.000,"","","","","Steer",851,"",2010,47
2010-11-27 00:00:00.000,"","","","","Steer",856,"",2010,48
2010-12-04 00:00:00.000,"","","","","Steer",852,"",2010,49
2010-12-11 00:00:00.000,"","","","","Steer",855,"",2010,50
2010-12-18 00:00:00.000,"","","","","Steer",852,"",2010,51
2010-12-25 00:00:00.000,"","","","","Steer",855,"",2010,52
2011-01-01 00:00:00.000,"","","","","Steer",856,"",2011,1
2011-01-08 00:00:00.000,"","","","","Steer",852,"",2011,2
2011-01-15 00:00:00.000,"","","","","Steer",849,"",2011,3
2011-01-22 00:00:00.000,"","","","","Steer",850,"",2011,4
2011-01-29 00:00:00.000,"","","","","Steer",846,"",2011,5
2011-02-05 00:00:00.000,"","","","","Steer",845,"",2011,6
2011-02-12 00:00:00.000,"","","","","Steer",835,"",2011,7
2011-02-19 00:00:00.000,"","","","","Steer",834,"",2011,8
2011-02-26 00:00:00.000,"","","","","Steer",830,"",2011,9
2011-03-05 00:00:00.000,"","","","","Steer",829,"",2011,10
2011-03-12 00:00:00.000,"","","","","Steer",829,"",2011,11
2011-03-19 00:00:00.000,"","","","","Steer",829,"",2011,12
2011-03-26 00:00:00.000,"","","","","Steer",827,"",2011,13
2011-04-02 00:00:00.000,"","","","","Steer",821,"",2011,14
2011-04-09 00:00:00.000,"","","","","Steer",819,"",2011,15
2011-04-16 00:00:00.000,"","","","","Steer",818,"",2011,16
2011-04-23 00:00:00.000,"","","","","Steer",815,"",2011,17
2011-04-30 00:00:00.000,"","","","","Steer",815,"",2011,18
2011-05-07 00:00:00.000,"","","","","Steer",816,"",2011,19
2011-05-14 00:00:00.000,"","","","","Steer",822,"",2011,20
2011-05-21 00:00:00.000,"","","","","Steer",819,"",2011,21
2011-05-28 00:00:00.000,"","","","","Steer",820,"",2011,22
2011-06-04 00:00:00.000,"","","","","Steer",827,"",2011,23
2011-06-11 00:00:00.000,"","","","","Steer",829,"",2011,24
2011-06-18 00:00:00.000,"","","","","Steer",832,"",2011,25
2011-06-25 00:00:00.000,"","","","","Steer",833,"",2011,26
2011-07-02 00:00:00.000,"","","","","Steer",838,"",2011,27
2011-07-09 00:00:00.000,"","","","","Steer",845,"",2011,28
2011-07-16 00:00:00.000,"","","","","Steer",846,"",2011,29
2011-07-23 00:00:00.000,"","","","","Steer",847,"",2011,30
2011-07-30 00:00:00.000,"","","","","Steer",845,"",2011,31
2011-08-06 00:00:00.000,"","","","","Steer",846,"",2011,32
2011-08-13 00:00:00.000,"","","","","Steer",846,"",2011,33
2011-08-20 00:00:00.000,"","","","","Steer",849,"",2011,34
2011-08-27 00:00:00.000,"","","","","Steer",845,"",2011,35
2011-09-03 00:00:00.000,"","","","","Steer",849,"",2011,36
2011-09-10 00:00:00.000,"","","","","Steer",855,"",2011,37
2011-09-17 00:00:00.000,"","","","","Steer",853,"",2011,38
2011-09-24 00:00:00.000,"","","","","Steer",855,"",2011,39
2011-10-01 00:00:00.000,"","","","","Steer",855,"",2011,40
2011-10-08 00:00:00.000,"","","","","Steer",858,"",2011,41
2011-10-15 00:00:00.000,"","","","","Steer",857,"",2011,42
2011-10-22 00:00:00.000,"","","","","Steer",862,"",2011,43
2011-10-29 00:00:00.000,"","","","","Steer",859,"",2011,44
2011-11-05 00:00:00.000,"","","","","Steer",857,"",2011,45
2011-11-12 00:00:00.000,"","","","","Steer",852,"",2011,46
2011-11-19 00:00:00.000,"","","","","Steer",852,"",2011,47
2011-11-26 00:00:00.000,"","","","","Steer",856,"",2011,48
2011-12-03 00:00:00.000,"","","","","Steer",855,"",2011,49
2011-12-10 00:00:00.000,"","","","","Steer",853,"",2011,50
2011-12-17 00:00:00.000,"","","","","Steer",846,"",2011,51
2011-12-24 00:00:00.000,"","","","","Steer",849,"",2011,52
2012-01-07 00:00:00.000,"","","","","Steer",851,"",2012,1
2012-01-14 00:00:00.000,"","","","","Steer",854,"",2012,2
2012-01-21 00:00:00.000,"","","","","Steer",854,"",2012,3
2012-01-28 00:00:00.000,"","","","","Steer",855,"",2012,4
2012-02-04 00:00:00.000,"","","","","Steer",860,"",2012,5
2012-02-11 00:00:00.000,"","","","","Steer",855,"",2012,6
2012-02-18 00:00:00.000,"","","","","Steer",854,"",2012,7
2012-02-25 00:00:00.000,"","","","","Steer",854,"",2012,8
2012-03-03 00:00:00.000,"","","","","Steer",850,"",2012,9
2012-03-10 00:00:00.000,"","","","","Steer",848,"",2012,10
2012-03-17 00:00:00.000,"","","","","Steer",850,"",2012,11
2012-03-24 00:00:00.000,"","","","","Steer",844,"",2012,12
2012-03-31 00:00:00.000,"","","","","Steer",836,"",2012,13
2012-04-07 00:00:00.000,"","","","","Steer",843,"",2012,14
2012-04-14 00:00:00.000,"","","","","Steer",837,"",2012,15
2012-04-21 00:00:00.000,"","","","","Steer",835,"",2012,16
2012-04-28 00:00:00.000,"","","","","Steer",828,"",2012,17
2012-05-05 00:00:00.000,"","","","","Steer",832,"",2012,18
2012-05-12 00:00:00.000,"","","","","Steer",835,"",2012,19
2012-05-19 00:00:00.000,"","","","","Steer",841,"",2012,20
2012-05-26 00:00:00.000,"","","","","Steer",839,"",2012,21
2012-06-02 00:00:00.000,"","","","","Steer",850,"",2012,22
2012-06-09 00:00:00.000,"","","","","Steer",848,"",2012,23
2012-06-16 00:00:00.000,"","","","","Steer",852,"",2012,24
2012-06-23 00:00:00.000,"","","","","Steer",853,"",2012,25
2012-06-30 00:00:00.000,"","","","","Steer",856,"",2012,26
2012-07-07 00:00:00.000,"","","","","Steer",859,"",2012,27
2012-07-14 00:00:00.000,"","","","","Steer",860,"",2012,28
2012-07-21 00:00:00.000,"","","","","Steer",859,"",2012,29
2012-07-28 00:00:00.000,"","","","","Steer",862,"",2012,30
2012-08-04 00:00:00.000,"","","","","Steer",862,"",2012,31
2012-08-11 00:00:00.000,"","","","","Steer",862,"",2012,32
2012-08-18 00:00:00.000,"","","","","Steer",865,"",2012,33
2012-08-25 00:00:00.000,"","","","","Steer",867,"",2012,34
2012-09-01 00:00:00.000,"","","","","Steer",865,"",2012,35
2012-09-08 00:00:00.000,"","","","","Steer",870,"",2012,36
2012-09-15 00:00:00.000,"","","","","Steer",869,"",2012,37
2012-09-22 00:00:00.000,"","","","","Steer",874,"",2012,38
2012-09-29 00:00:00.000,"","","","","Steer",873,"",2012,39
2012-10-06 00:00:00.000,"","","","","Steer",880,"",2012,40
2012-10-13 00:00:00.000,"","","","","Steer",880,"",2012,41
2012-10-20 00:00:00.000,"","","","","Steer",879,"",2012,42
2012-10-27 00:00:00.000,"","","","","Steer",876,"",2012,43
2012-11-03 00:00:00.000,"","","","","Steer",873,"",2012,44
2012-11-10 00:00:00.000,"","","","","Steer",876,"",2012,45
2012-11-17 00:00:00.000,"","","","","Steer",872,"",2012,46
2012-11-24 00:00:00.000,"","","","","Steer",874,"",2012,47
2012-12-01 00:00:00.000,"","","","","Steer",876,"",2012,48
2012-12-08 00:00:00.000,"","","","","Steer",878,"",2012,49
2012-12-15 00:00:00.000,"","","","","Steer",880,"",2012,50
2012-12-22 00:00:00.000,"","","","","Steer",873,"",2012,51
2012-12-29 00:00:00.000,"","","","","Steer",873,"",2012,52
2013-01-05 00:00:00.000,"","","","","Steer",876,"",2013,1
2013-01-12 00:00:00.000,"","","","","Steer",872,"",2013,2
2013-01-19 00:00:00.000,"","","","","Steer",871,"",2013,3
2013-01-26 00:00:00.000,"","","","","Steer",873,"",2013,4
2013-02-02 00:00:00.000,"","","","","Steer",872,"",2013,5
2013-02-09 00:00:00.000,"","","","","Steer",868,"",2013,6
2013-02-16 00:00:00.000,"","","","","Steer",870,"",2013,7
2013-02-23 00:00:00.000,"","","","","Steer",867,"",2013,8
2013-03-02 00:00:00.000,"","","","","Steer",858,"",2013,9
2013-03-09 00:00:00.000,"","","","","Steer",860,"",2013,10
2013-03-16 00:00:00.000,"","","","","Steer",856,"",2013,11
2013-03-23 00:00:00.000,"","","","","Steer",858,"",2013,12
2013-03-30 00:00:00.000,"","","","","Steer",851,"",2013,13
2013-04-06 00:00:00.000,"","","","","Steer",847,"",2013,14
2013-04-13 00:00:00.000,"","","","","Steer",851,"",2013,15
2013-04-20 00:00:00.000,"","","","","Steer",844,"",2013,16
2013-04-27 00:00:00.000,"","","","","Steer",840,"",2013,17
2013-05-04 00:00:00.000,"","","","","Steer",839,"",2013,18
2013-05-11 00:00:00.000,"","","","","Steer",842,"",2013,19
2013-05-18 00:00:00.000,"","","","","Steer",843,"",2013,20
2013-05-25 00:00:00.000,"","","","","Steer",846,"",2013,21
2013-06-01 00:00:00.000,"","","","","Steer",850,"",2013,22
2013-06-08 00:00:00.000,"","","","","Steer",853,"",2013,23
2013-06-15 00:00:00.000,"","","","","Steer",853,"",2013,24
2013-06-22 00:00:00.000,"","","","","Steer",854,"",2013,25
2013-06-29 00:00:00.000,"","","","","Steer",855,"",2013,26
2013-07-06 00:00:00.000,"","","","","Steer",860,"",2013,27
2013-07-13 00:00:00.000,"","","","","Steer",862,"",2013,28
2013-07-20 00:00:00.000,"","","","","Steer",866,"",2013,29
2013-07-27 00:00:00.000,"","","","","Steer",862,"",2013,30
2013-08-03 00:00:00.000,"","","","","Steer",866,"",2013,31
2013-08-10 00:00:00.000,"","","","","Steer",867,"",2013,32
2013-08-17 00:00:00.000,"","","","","Steer",864,"",2013,33
2013-08-24 00:00:00.000,"","","","","Steer",866,"",2013,34
2013-08-31 00:00:00.000,"","","","","Steer",867,"",2013,35
2013-09-07 00:00:00.000,"","","","","Steer",872,"",2013,36
2013-09-14 00:00:00.000,"","","","","Steer",867,"",2013,37
2013-09-21 00:00:00.000,"","","","","Steer",868,"",2013,38
2013-09-28 00:00:00.000,"","","","","Steer",867,"",2013,39
2013-10-05 00:00:00.000,"","","","","Steer",875,"",2013,40
2013-10-12 00:00:00.000,"","","","","Steer",870,"",2013,41
2013-10-19 00:00:00.000,"","","","","Steer",875,"",2013,42
2013-10-26 00:00:00.000,"","","","","Steer",876,"",2013,43
2013-11-02 00:00:00.000,"","","","","Steer",877,"",2013,44
2013-11-09 00:00:00.000,"","","","","Steer",877,"",2013,45
2013-11-16 00:00:00.000,"","","","","Steer",878,"",2013,46
2013-11-23 00:00:00.000,"","","","","Steer",879,"",2013,47
2013-11-30 00:00:00.000,"","","","","Steer",875,"",2013,48
2013-12-07 00:00:00.000,"","","","","Steer",877,"",2013,49
2013-12-14 00:00:00.000,"","","","","Steer",872,"",2013,50
2013-12-21 00:00:00.000,"","","","","Steer",871,"",2013,51
2013-12-28 00:00:00.000,"","","","","Steer",872,"",2013,52
2014-01-04 00:00:00.000,"","","","","Steer",876,"",2014,1
2014-01-11 00:00:00.000,"","","","","Steer",871,"",2014,2
2014-01-18 00:00:00.000,"","","","","Steer",870,"",2014,3
2014-01-25 00:00:00.000,"","","","","Steer",873,"",2014,4
2014-02-01 00:00:00.000,"","","","","Steer",874,"",2014,5
2014-02-08 00:00:00.000,"","","","","Steer",871,"",2014,6
2014-02-15 00:00:00.000,"","","","","Steer",862,"",2014,7
2014-02-22 00:00:00.000,"","","","","Steer",866,"",2014,8
2014-03-01 00:00:00.000,"","","","","Steer",863,"",2014,9
2014-03-08 00:00:00.000,"","","","","Steer",858,"",2014,10
2014-03-15 00:00:00.000,"","","","","Steer",856,"",2014,11
2014-03-22 00:00:00.000,"","","","","Steer",856,"",2014,12
2014-03-29 00:00:00.000,"","","","","Steer",852,"",2014,13
2014-04-05 00:00:00.000,"","","","","Steer",851,"",2014,14
2014-04-12 00:00:00.000,"","","","","Steer",850,"",2014,15
2014-04-19 00:00:00.000,"","","","","Steer",844,"",2014,16
2014-04-26 00:00:00.000,"","","","","Steer",841,"",2014,17
2014-05-03 00:00:00.000,"","","","","Steer",840,"",2014,18
2014-05-10 00:00:00.000,"","","","","Steer",839,"",2014,19
2014-05-17 00:00:00.000,"","","","","Steer",840,"",2014,20
2014-05-24 00:00:00.000,"","","","","Steer",843,"",2014,21
2014-05-31 00:00:00.000,"","","","","Steer",844,"",2014,22
2014-06-07 00:00:00.000,"","","","","Steer",850,"",2014,23
2014-06-14 00:00:00.000,"","","","","Steer",852,"",2014,24
2014-06-21 00:00:00.000,"","","","","Steer",856,"",2014,25
2014-06-28 00:00:00.000,"","","","","Steer",857,"",2014,26
2014-07-05 00:00:00.000,"","","","","Steer",861,"",2014,27
2014-07-12 00:00:00.000,"","","","","Steer",865,"",2014,28
2014-07-19 00:00:00.000,"","","","","Steer",869,"",2014,29
2014-07-26 00:00:00.000,"","","","","Steer",870,"",2014,30
2014-08-02 00:00:00.000,"","","","","Steer",874,"",2014,31
2014-08-09 00:00:00.000,"","","","","Steer",875,"",2014,32
2014-08-16 00:00:00.000,"","","","","Steer",879,"",2014,33
2014-08-23 00:00:00.000,"","","","","Steer",880,"",2014,34
2014-08-30 00:00:00.000,"","","","","Steer",877,"",2014,35
2014-09-06 00:00:00.000,"","","","","Steer",889,"",2014,36
2014-09-13 00:00:00.000,"","","","","Steer",889,"",2014,37
2014-09-20 00:00:00.000,"","","","","Steer",887,"",2014,38
2014-09-27 00:00:00.000,"","","","","Steer",893,"",2014,39
2014-10-04 00:00:00.000,"","","","","Steer",896,"",2014,40
2014-10-11 00:00:00.000,"","","","","Steer",899,"",2014,41
2014-10-18 00:00:00.000,"","","","","Steer",898,"",2014,42
2014-10-25 00:00:00.000,"","","","","Steer",902,"",2014,43
2014-11-01 00:00:00.000,"","","","","Steer",902,"",2014,44
2014-11-08 00:00:00.000,"","","","","Steer",903,"",2014,45
2014-11-15 00:00:00.000,"","","","","Steer",906,"",2014,46
2014-11-22 00:00:00.000,"","","","","Steer",901,"",2014,47
2014-11-29 00:00:00.000,"","","","","Steer",901,"",2014,48
2014-12-06 00:00:00.000,"","","","","Steer",901,"",2014,49
2014-12-13 00:00:00.000,"","","","","Steer",899,"",2014,50
2014-12-20 00:00:00.000,"","","","","Steer",892,"",2014,51
2014-12-27 00:00:00.000,"","","","","Steer",897,"",2014,52
2015-01-03 00:00:00.000,"","","","","Steer",897,"",2015,1
2015-01-10 00:00:00.000,"","","","","Steer",889,"",2015,2
2015-01-17 00:00:00.000,"","","","","Steer",882,"",2015,3
2015-01-24 00:00:00.000,"","","","","Steer",880,"",2015,4
2015-01-31 00:00:00.000,"","","","","Steer",881,"",2015,5
2015-02-07 00:00:00.000,"","","","","Steer",884,"",2015,6
