report_date,purchase_type,price_5day,Name,Year,IndexbyYear,wtd_avg
2024-10-16 00:00:00.000,"Negotiated (carcass basis)",75.23,"Western Cornbelt",2024,204,
2024-10-14 00:00:00.000,"Negotiated (carcass basis)",75.83,"Western Cornbelt",2024,202,
2024-10-10 00:00:00.000,"Negotiated (carcass basis)",76.2,"Western Cornbelt",2024,200,
2024-10-04 00:00:00.000,"Negotiated (carcass basis)",77.4,"Western Cornbelt",2024,196,
2024-10-03 00:00:00.000,"Negotiated (carcass basis)",77.12,"Western Cornbelt",2024,195,
2024-09-18 00:00:00.000,"Negotiated (carcass basis)",77.03,"Western Cornbelt",2024,184,
2024-08-22 00:00:00.000,"Negotiated (carcass basis)",82.91,"Western Cornbelt",2024,166,
2024-08-19 00:00:00.000,"Negotiated (carcass basis)",83.96,"Western Cornbelt",2024,163,
2024-08-05 00:00:00.000,"Negotiated (carcass basis)",85.67,"Western Cornbelt",2024,153,
2024-08-02 00:00:00.000,"Negotiated (carcass basis)",85.62,"Western Cornbelt",2024,152,
2024-07-26 00:00:00.000,"Negotiated (carcass basis)",84.99,"Western Cornbelt",2024,147,
2024-06-17 00:00:00.000,"Negotiated (carcass basis)",87.66,"Western Cornbelt",2024,119,
2024-06-13 00:00:00.000,"Negotiated (carcass basis)",87.6,"Western Cornbelt",2024,117,
2024-06-06 00:00:00.000,"Negotiated (carcass basis)",88.89,"Western Cornbelt",2024,112,
2024-05-31 00:00:00.000,"Negotiated (carcass basis)",88.75,"Western Cornbelt",2024,108,
2024-04-26 00:00:00.000,"Negotiated (carcass basis)",91.7,"Western Cornbelt",2024,84,
2024-04-15 00:00:00.000,"Negotiated (carcass basis)",92.3,"Western Cornbelt",2024,75,
2024-04-08 00:00:00.000,"Negotiated (carcass basis)",86.14,"Western Cornbelt",2024,70,
2024-03-29 00:00:00.000,"Negotiated (carcass basis)",80.16,"Western Cornbelt",2024,64,
2024-02-09 00:00:00.000,"Negotiated (carcass basis)",65.73,"Western Cornbelt",2024,29,
2024-02-06 00:00:00.000,"Negotiated (carcass basis)",62.82,"Western Cornbelt",2024,26,
2024-01-29 00:00:00.000,"Negotiated (carcass basis)",52.77,"Western Cornbelt",2024,20,
2024-01-15 00:00:00.000,"Negotiated (carcass basis)",45.69,"Western Cornbelt",2024,10,
2024-01-12 00:00:00.000,"Negotiated (carcass basis)",45.65,"Western Cornbelt",2024,9,
2023-12-21 00:00:00.000,"Negotiated (carcass basis)",47.61,"Western Cornbelt",2023,249,
2023-12-14 00:00:00.000,"Negotiated (carcass basis)",49.42,"Western Cornbelt",2023,244,
2023-11-27 00:00:00.000,"Negotiated (carcass basis)",60.08,"Western Cornbelt",2023,231,
2023-11-13 00:00:00.000,"Negotiated (carcass basis)",67.11,"Western Cornbelt",2023,222,
2023-11-10 00:00:00.000,"Negotiated (carcass basis)",67.19,"Western Cornbelt",2023,221,
2023-11-08 00:00:00.000,"Negotiated (carcass basis)",67.75,"Western Cornbelt",2023,219,
2023-11-03 00:00:00.000,"Negotiated (carcass basis)",68.72,"Western Cornbelt",2023,216,
2023-10-02 00:00:00.000,"Negotiated (carcass basis)",76.26,"Western Cornbelt",2023,192,
2023-09-21 00:00:00.000,"Negotiated (carcass basis)",78.64,"Western Cornbelt",2023,185,
2023-09-01 00:00:00.000,"Negotiated (carcass basis)",81.18,"Western Cornbelt",2023,172,
2023-08-07 00:00:00.000,"Negotiated (carcass basis)",102.78,"Western Cornbelt",2023,153,
2023-06-29 00:00:00.000,"Negotiated (carcass basis)",94.94,"Western Cornbelt",2023,127,
2023-05-26 00:00:00.000,"Negotiated (carcass basis)",86.44,"Western Cornbelt",2023,104,
2023-05-22 00:00:00.000,"Negotiated (carcass basis)",86.14,"Western Cornbelt",2023,100,
2023-05-15 00:00:00.000,"Negotiated (carcass basis)",78.71,"Western Cornbelt",2023,95,
2023-05-12 00:00:00.000,"Negotiated (carcass basis)",78.02,"Western Cornbelt",2023,94,
2023-04-10 00:00:00.000,"Negotiated (carcass basis)",72.11,"Western Cornbelt",2023,70,
2023-04-03 00:00:00.000,"Negotiated (carcass basis)",75.86,"Western Cornbelt",2023,65,
2023-03-30 00:00:00.000,"Negotiated (carcass basis)",75.89,"Western Cornbelt",2023,63,
2023-03-23 00:00:00.000,"Negotiated (carcass basis)",78.15,"Western Cornbelt",2023,58,
2022-12-23 00:00:00.000,"Negotiated (carcass basis)",80.13,"Western Cornbelt",2022,251,
2022-12-22 00:00:00.000,"Negotiated (carcass basis)",80.6,"Western Cornbelt",2022,250,
2022-10-13 00:00:00.000,"Negotiated (carcass basis)",91.68,"Western Cornbelt",2022,201,
2022-10-03 00:00:00.000,"Negotiated (carcass basis)",98.11,"Western Cornbelt",2022,193,
2022-07-18 00:00:00.000,"Negotiated (carcass basis)",124.25,"Western Cornbelt",2022,139,
2022-04-18 00:00:00.000,"Negotiated (carcass basis)",101.17,"Western Cornbelt",2022,76,
2022-04-15 00:00:00.000,"Negotiated (carcass basis)",101.55,"Western Cornbelt",2022,75,
2022-02-24 00:00:00.000,"Negotiated (carcass basis)",99.86,"Western Cornbelt",2022,39,
2022-02-21 00:00:00.000,"Negotiated (carcass basis)",96.7,"Western Cornbelt",2022,36,
2022-02-18 00:00:00.000,"Negotiated (carcass basis)",95.2,"Western Cornbelt",2022,35,
2022-02-17 00:00:00.000,"Negotiated (carcass basis)",94.44,"Western Cornbelt",2022,34,
2022-01-18 00:00:00.000,"Negotiated (carcass basis)",68.53,"Western Cornbelt",2022,12,
2022-01-10 00:00:00.000,"Negotiated (carcass basis)",69.11,"Western Cornbelt",2022,6,
2021-12-30 00:00:00.000,"Negotiated (carcass basis)",61.49,"Western Cornbelt",2021,254,
2021-12-22 00:00:00.000,"Negotiated (carcass basis)",61.36,"Western Cornbelt",2021,249,
2021-12-21 00:00:00.000,"Negotiated (carcass basis)",62.56,"Western Cornbelt",2021,248,
2021-12-10 00:00:00.000,"Negotiated (carcass basis)",64.38,"Western Cornbelt",2021,241,
2021-09-24 00:00:00.000,"Negotiated (carcass basis)",78.11,"Western Cornbelt",2021,187,
2021-08-27 00:00:00.000,"Negotiated (carcass basis)",99.44,"Western Cornbelt",2021,168,
2021-08-16 00:00:00.000,"Negotiated (carcass basis)",102.37,"Western Cornbelt",2021,159,
2021-08-09 00:00:00.000,"Negotiated (carcass basis)",103.78,"Western Cornbelt",2021,154,
2021-08-03 00:00:00.000,"Negotiated (carcass basis)",105.37,"Western Cornbelt",2021,150,
2021-08-02 00:00:00.000,"Negotiated (carcass basis)",106.29,"Western Cornbelt",2021,149,
2021-02-19 00:00:00.000,"Negotiated (carcass basis)",70.38,"Western Cornbelt",2021,35,
2021-02-08 00:00:00.000,"Negotiated (carcass basis)",64.07,"Western Cornbelt",2021,26,
2020-08-13 00:00:00.000,"Negotiated (carcass basis)",37.48,"Western Cornbelt",2020,159,
2020-08-12 00:00:00.000,"Negotiated (carcass basis)",37.63,"Western Cornbelt",2020,158,
2020-06-02 00:00:00.000,"Negotiated (carcass basis)",38.13,"Western Cornbelt",2020,108,
2020-06-01 00:00:00.000,"Negotiated (carcass basis)",38.64,"Western Cornbelt",2020,107,
2020-05-13 00:00:00.000,"Negotiated (carcass basis)",37.19,"Western Cornbelt",2020,95,
2020-05-06 00:00:00.000,"Negotiated (carcass basis)",38.36,"Western Cornbelt",2020,90,
2020-05-01 00:00:00.000,"Negotiated (carcass basis)",37.92,"Western Cornbelt",2020,87,
2020-04-20 00:00:00.000,"Negotiated (carcass basis)",33.57,"Western Cornbelt",2020,78,
2019-12-31 00:00:00.000,"Negotiated (carcass basis)",49.82,"Western Cornbelt",2019,69,50.86
2019-12-30 00:00:00.000,"Negotiated (carcass basis)",49.14,"Western Cornbelt",2019,68,50.05
2019-12-27 00:00:00.000,"Negotiated (carcass basis)",48.62,"Western Cornbelt",2019,67,49.16
2019-12-26 00:00:00.000,"Negotiated (carcass basis)",48.18,"Western Cornbelt",2019,66,48.76
2019-12-23 00:00:00.000,"Negotiated (carcass basis)",47.58,"Western Cornbelt",2019,65,48
2019-12-20 00:00:00.000,"Negotiated (carcass basis)",47.47,"Western Cornbelt",2019,64,47.26
2019-12-19 00:00:00.000,"Negotiated (carcass basis)",47.58,"Western Cornbelt",2019,63,47.22
2019-12-18 00:00:00.000,"Negotiated (carcass basis)",47.61,"Western Cornbelt",2019,62,47.38
2019-12-17 00:00:00.000,"Negotiated (carcass basis)",47.67,"Western Cornbelt",2019,61,47.76
2019-12-16 00:00:00.000,"Negotiated (carcass basis)",47.65,"Western Cornbelt",2019,60,47.56
2019-12-13 00:00:00.000,"Negotiated (carcass basis)",47.49,"Western Cornbelt",2019,59,47.74
2019-12-12 00:00:00.000,"Negotiated (carcass basis)",47.12,"Western Cornbelt",2019,58,47.23
2019-12-11 00:00:00.000,"Negotiated (carcass basis)",46.98,"Western Cornbelt",2019,57,47.7
2019-12-10 00:00:00.000,"Negotiated (carcass basis)",46.58,"Western Cornbelt",2019,56,47.74
2019-12-09 00:00:00.000,"Negotiated (carcass basis)",45.76,"Western Cornbelt",2019,55,46.64
2019-12-06 00:00:00.000,"Negotiated (carcass basis)",45.24,"Western Cornbelt",2019,54,45.76
2019-12-05 00:00:00.000,"Negotiated (carcass basis)",44.74,"Western Cornbelt",2019,53,46.38
2019-12-04 00:00:00.000,"Negotiated (carcass basis)",44.43,"Western Cornbelt",2019,52,45.67
2019-12-03 00:00:00.000,"Negotiated (carcass basis)",43.77,"Western Cornbelt",2019,51,45
2019-12-02 00:00:00.000,"Negotiated (carcass basis)",42.87,"Western Cornbelt",2019,50,43.52
2019-11-29 00:00:00.000,"Negotiated (carcass basis)",42.31,"Western Cornbelt",2019,49,43.12
2019-11-27 00:00:00.000,"Negotiated (carcass basis)",42.04,"Western Cornbelt",2019,48,42.6
2019-11-26 00:00:00.000,"Negotiated (carcass basis)",42,"Western Cornbelt",2019,47,42.47
2019-11-25 00:00:00.000,"Negotiated (carcass basis)",41.94,"Western Cornbelt",2019,46,41.41
2019-11-22 00:00:00.000,"Negotiated (carcass basis)",42.06,"Western Cornbelt",2019,45,41.82
2019-11-21 00:00:00.000,"Negotiated (carcass basis)",42.17,"Western Cornbelt",2019,44,42.3
2019-11-20 00:00:00.000,"Negotiated (carcass basis)",42.06,"Western Cornbelt",2019,43,42.38
2019-11-19 00:00:00.000,"Negotiated (carcass basis)",41.97,"Western Cornbelt",2019,42,42.17
2019-11-18 00:00:00.000,"Negotiated (carcass basis)",42.06,"Western Cornbelt",2019,41,41.91
2019-11-15 00:00:00.000,"Negotiated (carcass basis)",42.24,"Western Cornbelt",2019,40,42.36
2019-11-14 00:00:00.000,"Negotiated (carcass basis)",42.26,"Western Cornbelt",2019,39,41.74
2019-11-13 00:00:00.000,"Negotiated (carcass basis)",42.44,"Western Cornbelt",2019,38,41.85
2019-11-12 00:00:00.000,"Negotiated (carcass basis)",42.96,"Western Cornbelt",2019,37,42.54
2019-11-11 00:00:00.000,"Negotiated (carcass basis)",44.5,"Western Cornbelt",2019,36,42.72
2019-11-08 00:00:00.000,"Negotiated (carcass basis)",45.54,"Western Cornbelt",2019,35,42.8
2019-11-07 00:00:00.000,"Negotiated (carcass basis)",45.85,"Western Cornbelt",2019,34,43.49
2019-11-06 00:00:00.000,"Negotiated (carcass basis)",46.23,"Western Cornbelt",2019,33,44
2019-11-05 00:00:00.000,"Negotiated (carcass basis)",47.11,"Western Cornbelt",2019,32,45.82
2019-11-04 00:00:00.000,"Negotiated (carcass basis)",48.64,"Western Cornbelt",2019,31,46.41
2019-11-01 00:00:00.000,"Negotiated (carcass basis)",49.87,"Western Cornbelt",2019,30,47.22
2019-10-31 00:00:00.000,"Negotiated (carcass basis)",50.39,"Western Cornbelt",2019,29,48.2
2019-10-30 00:00:00.000,"Negotiated (carcass basis)",51.21,"Western Cornbelt",2019,28,49.23
2019-10-29 00:00:00.000,"Negotiated (carcass basis)",52.6,"Western Cornbelt",2019,27,51.08
2019-10-28 00:00:00.000,"Negotiated (carcass basis)",54.69,"Western Cornbelt",2019,26,51.39
2019-10-25 00:00:00.000,"Negotiated (carcass basis)",55.47,"Western Cornbelt",2019,25,52.58
2019-10-24 00:00:00.000,"Negotiated (carcass basis)",55.77,"Western Cornbelt",2019,24,53.53
2019-10-23 00:00:00.000,"Negotiated (carcass basis)",56.21,"Western Cornbelt",2019,23,55
2019-10-22 00:00:00.000,"Negotiated (carcass basis)",57.02,"Western Cornbelt",2019,22,56.29
2019-10-21 00:00:00.000,"Negotiated (carcass basis)",59.06,"Western Cornbelt",2019,21,57.29
2019-10-18 00:00:00.000,"Negotiated (carcass basis)",59.23,"Western Cornbelt",2019,20,55.57
2019-10-17 00:00:00.000,"Negotiated (carcass basis)",59.16,"Western Cornbelt",2019,19,59.41
2019-10-16 00:00:00.000,"Negotiated (carcass basis)",58.73,"Western Cornbelt",2019,18,60.26
2019-10-15 00:00:00.000,"Negotiated (carcass basis)",57.57,"Western Cornbelt",2019,17,59.75
2019-10-14 00:00:00.000,"Negotiated (carcass basis)",55.18,"Western Cornbelt",2019,16,58.41
2019-10-11 00:00:00.000,"Negotiated (carcass basis)",53.99,"Western Cornbelt",2019,15,57.1
2019-10-10 00:00:00.000,"Negotiated (carcass basis)",53.4,"Western Cornbelt",2019,14,56.68
2019-10-09 00:00:00.000,"Negotiated (carcass basis)",52.48,"Western Cornbelt",2019,13,54.78
2019-10-08 00:00:00.000,"Negotiated (carcass basis)",51.28,"Western Cornbelt",2019,12,52.41
2019-10-07 00:00:00.000,"Negotiated (carcass basis)",50.27,"Western Cornbelt",2019,11,49.99
2019-10-04 00:00:00.000,"Negotiated (carcass basis)",50.24,"Western Cornbelt",2019,10,49.58
2019-10-03 00:00:00.000,"Negotiated (carcass basis)",50.18,"Western Cornbelt",2019,9,50.77
2019-10-02 00:00:00.000,"Negotiated (carcass basis)",50.11,"Western Cornbelt",2019,8,50.98
2019-10-01 00:00:00.000,"Negotiated (carcass basis)",49.65,"Western Cornbelt",2019,7,49.55
2019-09-30 00:00:00.000,"Negotiated (carcass basis)",48.27,"Western Cornbelt",2019,6,49.91
2019-09-27 00:00:00.000,"Negotiated (carcass basis)",47.5,"Western Cornbelt",2019,5,48.87
2019-09-26 00:00:00.000,"Negotiated (carcass basis)",47.41,"Western Cornbelt",2019,4,50.27
2019-09-25 00:00:00.000,"Negotiated (carcass basis)",46.87,"Western Cornbelt",2019,3,49.33
2019-09-24 00:00:00.000,"Negotiated (carcass basis)",46.03,"Western Cornbelt",2019,2,46.4
2019-09-23 00:00:00.000,"Negotiated (carcass basis)",45.11,"Western Cornbelt",2019,1,45.11
2025-12-09 00:00:00.000,"Negotiated (carcass basis)",71.67,"Western Cornbelt",2025,240,70.39
2025-12-08 00:00:00.000,"Negotiated (carcass basis)",71.86,"Western Cornbelt",2025,239,71.01
2025-12-05 00:00:00.000,"Negotiated (carcass basis)",72.07,"Western Cornbelt",2025,238,70.23
2025-12-04 00:00:00.000,"Negotiated (carcass basis)",72.17,"Western Cornbelt",2025,237,70.92
2025-12-03 00:00:00.000,"Negotiated (carcass basis)",72.21,"Western Cornbelt",2025,236,72.88
2025-12-02 00:00:00.000,"Negotiated (carcass basis)",71.75,"Western Cornbelt",2025,235,71.5
2025-12-01 00:00:00.000,"Negotiated (carcass basis)",72.13,"Western Cornbelt",2025,234,73.67
2025-11-28 00:00:00.000,"Negotiated (carcass basis)",71.55,"Western Cornbelt",2025,233,72.56
2025-11-26 00:00:00.000,"Negotiated (carcass basis)",70.64,"Western Cornbelt",2025,232,68.16
2025-11-25 00:00:00.000,"Negotiated (carcass basis)",70.87,"Western Cornbelt",2025,231,71.72
2025-11-21 00:00:00.000,"Negotiated (carcass basis)",74.37,"Western Cornbelt",2025,229,70.2
2025-11-20 00:00:00.000,"Negotiated (carcass basis)",75.2,"Western Cornbelt",2025,228,70.29
2025-11-18 00:00:00.000,"Negotiated (carcass basis)",76.49,"Western Cornbelt",2025,226,75.57
2025-11-17 00:00:00.000,"Negotiated (carcass basis)",79.29,"Western Cornbelt",2025,225,76.51
2025-11-13 00:00:00.000,"Negotiated (carcass basis)",82.22,"Western Cornbelt",2025,223,77.57
2025-11-12 00:00:00.000,"Negotiated (carcass basis)",83.05,"Western Cornbelt",2025,222,79.56
2025-11-11 00:00:00.000,"Negotiated (carcass basis)",84.5,"Western Cornbelt",2025,221,82.93
2025-11-10 00:00:00.000,"Negotiated (carcass basis)",84.78,"Western Cornbelt",2025,220,83.69
2025-11-07 00:00:00.000,"Negotiated (carcass basis)",84.98,"Western Cornbelt",2025,219,83.22
2025-11-06 00:00:00.000,"Negotiated (carcass basis)",84.98,"Western Cornbelt",2025,218,84.34
2025-11-05 00:00:00.000,"Negotiated (carcass basis)",85,"Western Cornbelt",2025,217,86.09
2025-11-04 00:00:00.000,"Negotiated (carcass basis)",84.91,"Western Cornbelt",2025,216,84.81
2025-11-03 00:00:00.000,"Negotiated (carcass basis)",86.82,"Western Cornbelt",2025,215,84.76
2025-10-31 00:00:00.000,"Negotiated (carcass basis)",87.49,"Western Cornbelt",2025,214,84.19
2025-10-30 00:00:00.000,"Negotiated (carcass basis)",87.47,"Western Cornbelt",2025,213,84.71
2025-10-29 00:00:00.000,"Negotiated (carcass basis)",87.64,"Western Cornbelt",2025,212,85.91
2025-10-28 00:00:00.000,"Negotiated (carcass basis)",87.96,"Western Cornbelt",2025,211,88.05
2025-10-24 00:00:00.000,"Negotiated (carcass basis)",89,"Western Cornbelt",2025,209,85.75
2025-10-23 00:00:00.000,"Negotiated (carcass basis)",89.18,"Western Cornbelt",2025,208,86.74
2025-10-22 00:00:00.000,"Negotiated (carcass basis)",89.4,"Western Cornbelt",2025,207,88.15
2025-10-21 00:00:00.000,"Negotiated (carcass basis)",90.75,"Western Cornbelt",2025,206,89.58
2025-10-20 00:00:00.000,"Negotiated (carcass basis)",92.17,"Western Cornbelt",2025,205,90.41
2025-10-17 00:00:00.000,"Negotiated (carcass basis)",92.49,"Western Cornbelt",2025,204,90.18
2025-10-16 00:00:00.000,"Negotiated (carcass basis)",93.57,"Western Cornbelt",2025,203,93.29
2025-10-15 00:00:00.000,"Negotiated (carcass basis)",93.89,"Western Cornbelt",2025,202,93.43
2025-10-14 00:00:00.000,"Negotiated (carcass basis)",95.34,"Western Cornbelt",2025,201,92.03
2025-10-13 00:00:00.000,"Negotiated (carcass basis)",97.33,"Western Cornbelt",2025,200,92.4
2025-10-10 00:00:00.000,"Negotiated (carcass basis)",98.43,"Western Cornbelt",2025,199,96.42
2025-10-09 00:00:00.000,"Negotiated (carcass basis)",98.85,"Western Cornbelt",2025,198,96.87
2025-10-08 00:00:00.000,"Negotiated (carcass basis)",99.01,"Western Cornbelt",2025,197,99.09
2025-10-07 00:00:00.000,"Negotiated (carcass basis)",99.15,"Western Cornbelt",2025,196,98.6
2025-10-06 00:00:00.000,"Negotiated (carcass basis)",100.85,"Western Cornbelt",2025,195,99.39
2025-10-03 00:00:00.000,"Negotiated (carcass basis)",101.45,"Western Cornbelt",2025,194,98.86
2025-10-02 00:00:00.000,"Negotiated (carcass basis)",101.72,"Western Cornbelt",2025,193,98.91
2025-10-01 00:00:00.000,"Negotiated (carcass basis)",102.55,"Western Cornbelt",2025,192,100.24
2025-09-30 00:00:00.000,"Negotiated (carcass basis)",103.23,"Western Cornbelt",2025,191,102.43
2025-09-29 00:00:00.000,"Negotiated (carcass basis)",105.29,"Western Cornbelt",2025,190,102.24
2025-09-26 00:00:00.000,"Negotiated (carcass basis)",106.18,"Western Cornbelt",2025,189,103.93
2025-09-25 00:00:00.000,"Negotiated (carcass basis)",106.11,"Western Cornbelt",2025,188,105.01
2025-09-24 00:00:00.000,"Negotiated (carcass basis)",106.24,"Western Cornbelt",2025,187,104.77
2025-09-23 00:00:00.000,"Negotiated (carcass basis)",106.64,"Western Cornbelt",2025,186,107.17
2025-09-22 00:00:00.000,"Negotiated (carcass basis)",106.41,"Western Cornbelt",2025,185,106.84
2025-09-19 00:00:00.000,"Negotiated (carcass basis)",106.29,"Western Cornbelt",2025,184,104.52
2025-09-18 00:00:00.000,"Negotiated (carcass basis)",106.43,"Western Cornbelt",2025,183,106.16
2025-09-17 00:00:00.000,"Negotiated (carcass basis)",106.46,"Western Cornbelt",2025,182,106.96
2025-09-16 00:00:00.000,"Negotiated (carcass basis)",106.84,"Western Cornbelt",2025,181,106.36
2025-09-15 00:00:00.000,"Negotiated (carcass basis)",106.86,"Western Cornbelt",2025,180,106.55
2025-09-12 00:00:00.000,"Negotiated (carcass basis)",106.5,"Western Cornbelt",2025,179,104.89
2025-09-10 00:00:00.000,"Negotiated (carcass basis)",106.06,"Western Cornbelt",2025,177,108.36
2025-09-09 00:00:00.000,"Negotiated (carcass basis)",105.49,"Western Cornbelt",2025,176,106.24
2025-09-08 00:00:00.000,"Negotiated (carcass basis)",105.32,"Western Cornbelt",2025,175,104.21
2025-09-05 00:00:00.000,"Negotiated (carcass basis)",105.57,"Western Cornbelt",2025,174,102.1
2025-09-04 00:00:00.000,"Negotiated (carcass basis)",105.81,"Western Cornbelt",2025,173,104.33
2025-09-03 00:00:00.000,"Negotiated (carcass basis)",107.14,"Western Cornbelt",2025,172,106.5
2025-09-02 00:00:00.000,"Negotiated (carcass basis)",108,"Western Cornbelt",2025,171,106.44
2025-08-29 00:00:00.000,"Negotiated (carcass basis)",108.34,"Western Cornbelt",2025,170,107.27
2025-08-28 00:00:00.000,"Negotiated (carcass basis)",108.35,"Western Cornbelt",2025,169,108.85
2025-08-27 00:00:00.000,"Negotiated (carcass basis)",108.26,"Western Cornbelt",2025,168,108.75
2025-08-26 00:00:00.000,"Negotiated (carcass basis)",108.38,"Western Cornbelt",2025,167,108.59
2025-08-25 00:00:00.000,"Negotiated (carcass basis)",108.92,"Western Cornbelt",2025,166,105.27
2025-08-22 00:00:00.000,"Negotiated (carcass basis)",109.02,"Western Cornbelt",2025,165,108.27
2025-08-21 00:00:00.000,"Negotiated (carcass basis)",109.09,"Western Cornbelt",2025,164,108.51
2025-08-20 00:00:00.000,"Negotiated (carcass basis)",109.38,"Western Cornbelt",2025,163,109.9
2025-08-19 00:00:00.000,"Negotiated (carcass basis)",109.9,"Western Cornbelt",2025,162,109.66
2025-08-18 00:00:00.000,"Negotiated (carcass basis)",110.53,"Western Cornbelt",2025,161,107.76
2025-08-15 00:00:00.000,"Negotiated (carcass basis)",110.98,"Western Cornbelt",2025,160,108.9
2025-08-14 00:00:00.000,"Negotiated (carcass basis)",110.68,"Western Cornbelt",2025,159,110
2025-08-13 00:00:00.000,"Negotiated (carcass basis)",111.13,"Western Cornbelt",2025,158,111.33
2025-08-12 00:00:00.000,"Negotiated (carcass basis)",112.89,"Western Cornbelt",2025,157,112.68
2025-08-11 00:00:00.000,"Negotiated (carcass basis)",113.01,"Western Cornbelt",2025,156,108.63
2025-08-08 00:00:00.000,"Negotiated (carcass basis)",113.21,"Western Cornbelt",2025,155,106.45
2025-08-07 00:00:00.000,"Negotiated (carcass basis)",113.58,"Western Cornbelt",2025,154,112.07
2025-08-06 00:00:00.000,"Negotiated (carcass basis)",113.73,"Western Cornbelt",2025,153,115.19
2025-08-05 00:00:00.000,"Negotiated (carcass basis)",113.35,"Western Cornbelt",2025,152,113.11
2025-08-01 00:00:00.000,"Negotiated (carcass basis)",112.97,"Western Cornbelt",2025,150,109.15
2025-07-31 00:00:00.000,"Negotiated (carcass basis)",113.04,"Western Cornbelt",2025,149,111.82
2025-07-30 00:00:00.000,"Negotiated (carcass basis)",113.09,"Western Cornbelt",2025,148,114.14
2025-07-29 00:00:00.000,"Negotiated (carcass basis)",113.17,"Western Cornbelt",2025,147,112.24
2025-07-28 00:00:00.000,"Negotiated (carcass basis)",113.79,"Western Cornbelt",2025,146,112.32
2025-07-25 00:00:00.000,"Negotiated (carcass basis)",113.67,"Western Cornbelt",2025,145,110.67
2025-07-24 00:00:00.000,"Negotiated (carcass basis)",113.6,"Western Cornbelt",2025,144,112.89
2025-07-23 00:00:00.000,"Negotiated (carcass basis)",113.5,"Western Cornbelt",2025,143,114.76
2025-07-22 00:00:00.000,"Negotiated (carcass basis)",112.6,"Western Cornbelt",2025,142,113.95
2025-07-21 00:00:00.000,"Negotiated (carcass basis)",112.18,"Western Cornbelt",2025,141,110.3
