Name,Type,Grouping Date,Strike,Strike Key,expirationDate,Previous
"FDR CATTLE","Put","202606",162,1.62,2026-08-27 00:00:00.000,0.3
"FDR CATTLE","Put","202606",163,1.63,2026-08-27 00:00:00.000,0.3125
"FDR CATTLE","Put","202606",164,1.64,2026-08-27 00:00:00.000,0.325
"FDR CATTLE","Put","202606",165,1.65,2026-08-27 00:00:00.000,0.325
"FDR CATTLE","Put","202606",166,1.66,2026-08-27 00:00:00.000,0.325
"FDR CATTLE","Put","202606",167,1.67,2026-08-27 00:00:00.000,0.3375
"FDR CATTLE","Put","202606",168,1.68,2026-08-27 00:00:00.000,0.35
"FDR CATTLE","Put","202606",169,1.69,2026-08-27 00:00:00.000,0.3625
"FDR CATTLE","Put","202606",170,1.7,2026-08-27 00:00:00.000,0.375
"FDR CATTLE","Put","202606",171,1.71,2026-08-27 00:00:00.000,0.3875
"FDR CATTLE","Put","202606",172,1.72,2026-08-27 00:00:00.000,0.4
"FDR CATTLE","Put","202606",173,1.73,2026-08-27 00:00:00.000,0.4125
"FDR CATTLE","Put","202606",174,1.74,2026-08-27 00:00:00.000,0.425
"FDR CATTLE","Put","202606",175,1.75,2026-08-27 00:00:00.000,0.4375
"FDR CATTLE","Put","202606",176,1.76,2026-08-27 00:00:00.000,0.45
"FDR CATTLE","Put","202606",177,1.77,2026-08-27 00:00:00.000,0.4625
"FDR CATTLE","Put","202606",178,1.78,2026-08-27 00:00:00.000,0.475
"FDR CATTLE","Put","202606",179,1.79,2026-08-27 00:00:00.000,0.4875
"FDR CATTLE","Put","202606",180,1.8,2026-08-27 00:00:00.000,0.5
"FDR CATTLE","Put","202606",181,1.81,2026-08-27 00:00:00.000,0.525
"FDR CATTLE","Put","202606",182,1.82,2026-08-27 00:00:00.000,0.55
"FDR CATTLE","Put","202606",183,1.83,2026-08-27 00:00:00.000,0.5625
"FDR CATTLE","Put","202606",184,1.84,2026-08-27 00:00:00.000,0.575
"FDR CATTLE","Put","202606",185,1.85,2026-08-27 00:00:00.000,0.58749999999999991
"FDR CATTLE","Put","202606",186,1.86,2026-08-27 00:00:00.000,0.6
"FDR CATTLE","Put","202606",187,1.87,2026-08-27 00:00:00.000,0.625
"FDR CATTLE","Put","202606",188,1.88,2026-08-27 00:00:00.000,0.65
"FDR CATTLE","Put","202606",189,1.89,2026-08-27 00:00:00.000,0.66250000000000009
"FDR CATTLE","Put","202606",190,1.9,2026-08-27 00:00:00.000,0.675
"FDR CATTLE","Put","202606",191,1.91,2026-08-27 00:00:00.000,0.7
"FDR CATTLE","Put","202606",192,1.92,2026-08-27 00:00:00.000,0.725
"FDR CATTLE","Put","202606",193,1.93,2026-08-27 00:00:00.000,0.7375
"FDR CATTLE","Put","202606",194,1.94,2026-08-27 00:00:00.000,0.75
"FDR CATTLE","Put","202606",195,1.95,2026-08-27 00:00:00.000,0.775
"FDR CATTLE","Put","202606",196,1.96,2026-08-27 00:00:00.000,0.8
"FDR CATTLE","Put","202606",197,1.97,2026-08-27 00:00:00.000,0.825
"FDR CATTLE","Put","202606",198,1.98,2026-08-27 00:00:00.000,0.85
"FDR CATTLE","Put","202606",199,1.99,2026-08-27 00:00:00.000,0.875
"FDR CATTLE","Put","202606",200,2,2026-08-27 00:00:00.000,0.9
"FDR CATTLE","Put","202606",201,2.01,2026-08-27 00:00:00.000,0.925
"FDR CATTLE","Put","202606",202,2.02,2026-08-27 00:00:00.000,0.95
"FDR CATTLE","Put","202606",203,2.03,2026-08-27 00:00:00.000,0.975
"FDR CATTLE","Put","202606",204,2.04,2026-08-27 00:00:00.000,1
"FDR CATTLE","Put","202606",205,2.05,2026-08-27 00:00:00.000,1.025
"FDR CATTLE","Put","202606",206,2.06,2026-08-27 00:00:00.000,1.05
"FDR CATTLE","Put","202606",207,2.07,2026-08-27 00:00:00.000,1.0750000000000002
"FDR CATTLE","Put","202606",208,2.08,2026-08-27 00:00:00.000,1.1
"FDR CATTLE","Put","202606",209,2.09,2026-08-27 00:00:00.000,1.125
"FDR CATTLE","Put","202606",210,2.1,2026-08-27 00:00:00.000,1.15
"FDR CATTLE","Put","202606",211,2.11,2026-08-27 00:00:00.000,1.1875
"FDR CATTLE","Put","202606",212,2.12,2026-08-27 00:00:00.000,1.225
"FDR CATTLE","Put","202606",213,2.13,2026-08-27 00:00:00.000,1.25
"FDR CATTLE","Put","202606",214,2.14,2026-08-27 00:00:00.000,1.275
"FDR CATTLE","Put","202606",215,2.15,2026-08-27 00:00:00.000,1.3125
"FDR CATTLE","Put","202606",216,2.16,2026-08-27 00:00:00.000,1.35
"FDR CATTLE","Put","202606",217,2.17,2026-08-27 00:00:00.000,1.3875000000000002
"FDR CATTLE","Put","202606",218,2.18,2026-08-27 00:00:00.000,1.425
"FDR CATTLE","Put","202606",219,2.19,2026-08-27 00:00:00.000,1.4625
"FDR CATTLE","Put","202606",220,2.2,2026-08-27 00:00:00.000,1.5
"FDR CATTLE","Put","202606",221,2.21,2026-08-27 00:00:00.000,1.5375
"FDR CATTLE","Put","202606",222,2.22,2026-08-27 00:00:00.000,1.575
"FDR CATTLE","Put","202606",223,2.23,2026-08-27 00:00:00.000,1.6124999999999998
"FDR CATTLE","Put","202606",224,2.24,2026-08-27 00:00:00.000,1.65
"FDR CATTLE","Put","202606",225,2.25,2026-08-27 00:00:00.000,1.7
"FDR CATTLE","Put","202606",226,2.26,2026-08-27 00:00:00.000,1.75
"FDR CATTLE","Put","202606",227,2.27,2026-08-27 00:00:00.000,1.8
"FDR CATTLE","Put","202606",228,2.28,2026-08-27 00:00:00.000,1.85
"FDR CATTLE","Put","202606",229,2.29,2026-08-27 00:00:00.000,1.8875000000000002
"FDR CATTLE","Put","202606",230,2.3,2026-08-27 00:00:00.000,1.925
"FDR CATTLE","Put","202606",231,2.31,2026-08-27 00:00:00.000,1.9874999999999998
"FDR CATTLE","Put","202606",232,2.32,2026-08-27 00:00:00.000,2.05
"FDR CATTLE","Put","202606",233,2.33,2026-08-27 00:00:00.000,2.0999999999999996
"FDR CATTLE","Put","202606",234,2.34,2026-08-27 00:00:00.000,2.15
"FDR CATTLE","Put","202606",235,2.35,2026-08-27 00:00:00.000,2.2
"FDR CATTLE","Put","202606",236,2.36,2026-08-27 00:00:00.000,2.25
"FDR CATTLE","Put","202606",237,2.37,2026-08-27 00:00:00.000,2.3125
"FDR CATTLE","Put","202606",238,2.38,2026-08-27 00:00:00.000,2.375
"FDR CATTLE","Put","202606",239,2.39,2026-08-27 00:00:00.000,2.4375
"FDR CATTLE","Put","202606",240,2.4,2026-08-27 00:00:00.000,2.5
"FDR CATTLE","Put","202606",241,2.41,2026-08-27 00:00:00.000,2.575
"FDR CATTLE","Put","202606",242,2.42,2026-08-27 00:00:00.000,2.65
"FDR CATTLE","Put","202606",243,2.43,2026-08-27 00:00:00.000,2.7125
"FDR CATTLE","Put","202606",244,2.44,2026-08-27 00:00:00.000,2.775
"FDR CATTLE","Put","202606",245,2.45,2026-08-27 00:00:00.000,2.8499999999999996
"FDR CATTLE","Put","202606",246,2.46,2026-08-27 00:00:00.000,2.925
"FDR CATTLE","Put","202606",247,2.47,2026-08-27 00:00:00.000,3
"FDR CATTLE","Put","202606",248,2.48,2026-08-27 00:00:00.000,3.075
"FDR CATTLE","Put","202606",249,2.49,2026-08-27 00:00:00.000,3.1625
"FDR CATTLE","Put","202606",250,2.5,2026-08-27 00:00:00.000,3.25
"FDR CATTLE","Put","202606",251,2.51,2026-08-27 00:00:00.000,3.3375
"FDR CATTLE","Put","202606",252,2.52,2026-08-27 00:00:00.000,3.425
"FDR CATTLE","Put","202606",253,2.53,2026-08-27 00:00:00.000,3.5125
"FDR CATTLE","Put","202606",254,2.54,2026-08-27 00:00:00.000,3.6
"FDR CATTLE","Put","202606",255,2.55,2026-08-27 00:00:00.000,3.7
"FDR CATTLE","Put","202606",256,2.56,2026-08-27 00:00:00.000,3.8
"FDR CATTLE","Put","202606",257,2.57,2026-08-27 00:00:00.000,3.9
"FDR CATTLE","Put","202606",258,2.58,2026-08-27 00:00:00.000,4
"FDR CATTLE","Put","202606",259,2.59,2026-08-27 00:00:00.000,4.1
"FDR CATTLE","Put","202606",260,2.6,2026-08-27 00:00:00.000,4.2
"FDR CATTLE","Put","202606",261,2.61,2026-08-27 00:00:00.000,4.3125
"FDR CATTLE","Put","202606",262,2.62,2026-08-27 00:00:00.000,4.425
"FDR CATTLE","Put","202606",263,2.63,2026-08-27 00:00:00.000,4.55
"FDR CATTLE","Put","202606",264,2.64,2026-08-27 00:00:00.000,4.675
"FDR CATTLE","Put","202606",265,2.65,2026-08-27 00:00:00.000,4.8
"FDR CATTLE","Put","202606",266,2.66,2026-08-27 00:00:00.000,4.925
"FDR CATTLE","Put","202606",267,2.67,2026-08-27 00:00:00.000,5.05
"FDR CATTLE","Put","202606",268,2.68,2026-08-27 00:00:00.000,5.175
"FDR CATTLE","Put","202606",269,2.69,2026-08-27 00:00:00.000,5.3125
"FDR CATTLE","Put","202606",270,2.7,2026-08-27 00:00:00.000,5.45
"FDR CATTLE","Put","202606",271,2.71,2026-08-27 00:00:00.000,5.6
"FDR CATTLE","Put","202606",272,2.72,2026-08-27 00:00:00.000,5.75
"FDR CATTLE","Put","202606",273,2.73,2026-08-27 00:00:00.000,5.9
"FDR CATTLE","Put","202606",274,2.74,2026-08-27 00:00:00.000,6.05
"FDR CATTLE","Put","202606",275,2.75,2026-08-27 00:00:00.000,6.2125
"FDR CATTLE","Put","202606",276,2.76,2026-08-27 00:00:00.000,6.375
"FDR CATTLE","Put","202606",277,2.77,2026-08-27 00:00:00.000,6.5375
"FDR CATTLE","Put","202606",278,2.78,2026-08-27 00:00:00.000,6.7
"FDR CATTLE","Put","202606",279,2.79,2026-08-27 00:00:00.000,6.875
"FDR CATTLE","Put","202606",280,2.8,2026-08-27 00:00:00.000,7.05
"FDR CATTLE","Put","202606",281,2.81,2026-08-27 00:00:00.000,7.2375
"FDR CATTLE","Put","202606",282,2.82,2026-08-27 00:00:00.000,7.425
"FDR CATTLE","Put","202606",283,2.83,2026-08-27 00:00:00.000,7.6125
"FDR CATTLE","Put","202606",284,2.84,2026-08-27 00:00:00.000,7.8
"FDR CATTLE","Put","202606",285,2.85,2026-08-27 00:00:00.000,8
"FDR CATTLE","Put","202606",286,2.86,2026-08-27 00:00:00.000,8.2
"FDR CATTLE","Put","202606",287,2.87,2026-08-27 00:00:00.000,8.4125
"FDR CATTLE","Put","202606",288,2.88,2026-08-27 00:00:00.000,8.625
"FDR CATTLE","Put","202606",289,2.89,2026-08-27 00:00:00.000,8.8375
"FDR CATTLE","Put","202606",290,2.9,2026-08-27 00:00:00.000,9.05
"FDR CATTLE","Put","202606",291,2.91,2026-08-27 00:00:00.000,9.275
"FDR CATTLE","Put","202606",292,2.92,2026-08-27 00:00:00.000,9.5
"FDR CATTLE","Put","202606",293,2.93,2026-08-27 00:00:00.000,9.7375
"FDR CATTLE","Put","202606",294,2.94,2026-08-27 00:00:00.000,9.975
"FDR CATTLE","Put","202606",295,2.95,2026-08-27 00:00:00.000,10.225
"FDR CATTLE","Put","202606",296,2.96,2026-08-27 00:00:00.000,10.475
"FDR CATTLE","Put","202606",297,2.97,2026-08-27 00:00:00.000,10.7375
"FDR CATTLE","Put","202606",298,2.98,2026-08-27 00:00:00.000,11
"FDR CATTLE","Put","202606",299,2.99,2026-08-27 00:00:00.000,11.2625
"FDR CATTLE","Put","202606",300,3,2026-08-27 00:00:00.000,11.525
"FDR CATTLE","Put","202606",301,3.01,2026-08-27 00:00:00.000,11.8
"FDR CATTLE","Put","202606",302,3.02,2026-08-27 00:00:00.000,12.075
"FDR CATTLE","Put","202606",303,3.03,2026-08-27 00:00:00.000,12.375
"FDR CATTLE","Put","202606",304,3.04,2026-08-27 00:00:00.000,12.675
"FDR CATTLE","Put","202606",305,3.05,2026-08-27 00:00:00.000,12.975000000000001
"FDR CATTLE","Put","202606",306,3.06,2026-08-27 00:00:00.000,13.275
"FDR CATTLE","Put","202606",307,3.07,2026-08-27 00:00:00.000,13.5875
"FDR CATTLE","Put","202606",308,3.08,2026-08-27 00:00:00.000,13.9
"FDR CATTLE","Put","202606",309,3.09,2026-08-27 00:00:00.000,14.2125
"FDR CATTLE","Put","202606",310,3.1,2026-08-27 00:00:00.000,14.525
"FDR CATTLE","Put","202606",311,3.11,2026-08-27 00:00:00.000,14.8625
"FDR CATTLE","Put","202606",312,3.12,2026-08-27 00:00:00.000,15.2
"FDR CATTLE","Put","202606",313,3.13,2026-08-27 00:00:00.000,15.55
"FDR CATTLE","Put","202606",314,3.14,2026-08-27 00:00:00.000,15.9
"FDR CATTLE","Put","202606",315,3.15,2026-08-27 00:00:00.000,16.2625
"FDR CATTLE","Put","202606",316,3.16,2026-08-27 00:00:00.000,16.625
"FDR CATTLE","Put","202606",317,3.17,2026-08-27 00:00:00.000,17
"FDR CATTLE","Put","202606",318,3.18,2026-08-27 00:00:00.000,17.375
"FDR CATTLE","Put","202606",319,3.19,2026-08-27 00:00:00.000,17.75
"FDR CATTLE","Put","202606",320,3.2,2026-08-27 00:00:00.000,18.125
"FDR CATTLE","Put","202606",321,3.21,2026-08-27 00:00:00.000,18.525
"FDR CATTLE","Put","202606",322,3.22,2026-08-27 00:00:00.000,18.925
"FDR CATTLE","Put","202606",323,3.23,2026-08-27 00:00:00.000,19.3375
"FDR CATTLE","Put","202606",324,3.24,2026-08-27 00:00:00.000,19.75
"FDR CATTLE","Put","202606",325,3.25,2026-08-27 00:00:00.000,20.1625
"FDR CATTLE","Put","202606",326,3.26,2026-08-27 00:00:00.000,20.575
"FDR CATTLE","Put","202606",327,3.27,2026-08-27 00:00:00.000,21.0125
"FDR CATTLE","Put","202606",328,3.28,2026-08-27 00:00:00.000,21.45
"FDR CATTLE","Put","202606",329,3.29,2026-08-27 00:00:00.000,21.9
"FDR CATTLE","Put","202606",330,3.3,2026-08-27 00:00:00.000,22.35
"FDR CATTLE","Put","202606",331,3.31,2026-08-27 00:00:00.000,22.8125
"FDR CATTLE","Put","202606",332,3.32,2026-08-27 00:00:00.000,23.275
"FDR CATTLE","Put","202606",333,3.33,2026-08-27 00:00:00.000,23.75
"FDR CATTLE","Put","202606",334,3.34,2026-08-27 00:00:00.000,24.225
"FDR CATTLE","Put","202606",335,3.35,2026-08-27 00:00:00.000,24.700000000000003
"FDR CATTLE","Put","202606",336,3.36,2026-08-27 00:00:00.000,25.175
"FDR CATTLE","Put","202606",337,3.37,2026-08-27 00:00:00.000,25.6875
"FDR CATTLE","Put","202606",338,3.38,2026-08-27 00:00:00.000,26.2
"FDR CATTLE","Put","202606",339,3.39,2026-08-27 00:00:00.000,26.7125
"FDR CATTLE","Put","202606",340,3.4,2026-08-27 00:00:00.000,27.225
"FDR CATTLE","Put","202606",341,3.41,2026-08-27 00:00:00.000,27.75
"FDR CATTLE","Put","202606",342,3.42,2026-08-27 00:00:00.000,28.275
"FDR CATTLE","Put","202606",343,3.43,2026-08-27 00:00:00.000,28.8125
"FDR CATTLE","Put","202606",344,3.44,2026-08-27 00:00:00.000,29.35
"FDR CATTLE","Put","202606",345,3.45,2026-08-27 00:00:00.000,29.9125
"FDR CATTLE","Put","202606",346,3.46,2026-08-27 00:00:00.000,30.475
"FDR CATTLE","Put","202606",347,3.47,2026-08-27 00:00:00.000,31.05
"FDR CATTLE","Put","202606",348,3.48,2026-08-27 00:00:00.000,31.625
"FDR CATTLE","Put","202606",349,3.49,2026-08-27 00:00:00.000,32.2125
"FDR CATTLE","Put","202606",350,3.5,2026-08-27 00:00:00.000,32.8
"FDR CATTLE","Put","202606",351,3.51,2026-08-27 00:00:00.000,33.4
"FDR CATTLE","Put","202606",352,3.52,2026-08-27 00:00:00.000,34
"FDR CATTLE","Put","202606",353,3.53,2026-08-27 00:00:00.000,34.6125
"FDR CATTLE","Put","202606",354,3.54,2026-08-27 00:00:00.000,35.225
"FDR CATTLE","Put","202606",355,3.55,2026-08-27 00:00:00.000,35.85
"FDR CATTLE","Put","202606",356,3.56,2026-08-27 00:00:00.000,36.475
"FDR CATTLE","Put","202606",357,3.57,2026-08-27 00:00:00.000,37.125
"FDR CATTLE","Put","202606",358,3.58,2026-08-27 00:00:00.000,37.775
"FDR CATTLE","Put","202606",359,3.59,2026-08-27 00:00:00.000,38.4375
"FDR CATTLE","Put","202606",360,3.6,2026-08-27 00:00:00.000,39.1
"FDR CATTLE","Put","202606",361,3.61,2026-08-27 00:00:00.000,39.775000000000006
"FDR CATTLE","Put","202606",362,3.62,2026-08-27 00:00:00.000,40.45
"FDR CATTLE","Put","202606",363,3.63,2026-08-27 00:00:00.000,41.1375
"FDR CATTLE","Put","202606",364,3.64,2026-08-27 00:00:00.000,41.825
"FDR CATTLE","Put","202606",365,3.65,2026-08-27 00:00:00.000,42.525000000000006
"FDR CATTLE","Put","202606",366,3.66,2026-08-27 00:00:00.000,43.225
"FDR CATTLE","Put","202606",367,3.67,2026-08-27 00:00:00.000,43.95
"FDR CATTLE","Put","202606",368,3.68,2026-08-27 00:00:00.000,44.675
"FDR CATTLE","Put","202606",369,3.69,2026-08-27 00:00:00.000,45.412499999999994
"FDR CATTLE","Put","202606",370,3.7,2026-08-27 00:00:00.000,46.15
"FDR CATTLE","Put","202606",371,3.71,2026-08-27 00:00:00.000,46.8875
"FDR CATTLE","Put","202606",372,3.72,2026-08-27 00:00:00.000,47.625
"FDR CATTLE","Put","202606",373,3.73,2026-08-27 00:00:00.000,48.3875
"FDR CATTLE","Put","202606",374,3.74,2026-08-27 00:00:00.000,49.15
"FDR CATTLE","Put","202606",375,3.75,2026-08-27 00:00:00.000,49.925
"FDR CATTLE","Put","202606",376,3.76,2026-08-27 00:00:00.000,50.7
"FDR CATTLE","Put","202606",377,3.77,2026-08-27 00:00:00.000,51.4875
"FDR CATTLE","Put","202606",378,3.78,2026-08-27 00:00:00.000,52.275
"FDR CATTLE","Put","202606",379,3.79,2026-08-27 00:00:00.000,53.075
"FDR CATTLE","Put","202606",380,3.8,2026-08-27 00:00:00.000,53.875
"FDR CATTLE","Put","202606",381,3.81,2026-08-27 00:00:00.000,54.6875
"FDR CATTLE","Put","202606",382,3.82,2026-08-27 00:00:00.000,55.5
"FDR CATTLE","Put","202606",383,3.83,2026-08-27 00:00:00.000,56.325
"FDR CATTLE","Put","202606",384,3.84,2026-08-27 00:00:00.000,57.15
"FDR CATTLE","Put","202606",385,3.85,2026-08-27 00:00:00.000,57.974999999999994
"FDR CATTLE","Put","202606",386,3.86,2026-08-27 00:00:00.000,58.8
"FDR CATTLE","Put","202606",387,3.87,2026-08-27 00:00:00.000,59.65
"FDR CATTLE","Put","202606",388,3.88,2026-08-27 00:00:00.000,60.5
"FDR CATTLE","Put","202606",389,3.89,2026-08-27 00:00:00.000,61.35
"FDR CATTLE","Put","202606",390,3.9,2026-08-27 00:00:00.000,62.2
"FDR CATTLE","Put","202606",391,3.91,2026-08-27 00:00:00.000,63.0625
"FDR CATTLE","Put","202606",392,3.92,2026-08-27 00:00:00.000,63.925
"FDR CATTLE","Put","202606",393,3.93,2026-08-27 00:00:00.000,64.7875
"FDR CATTLE","Put","202606",394,3.94,2026-08-27 00:00:00.000,65.65
"FDR CATTLE","Put","202606",395,3.95,2026-08-27 00:00:00.000,66.5375
"FDR CATTLE","Put","202606",396,3.96,2026-08-27 00:00:00.000,67.425
"FDR CATTLE","Put","202606",397,3.97,2026-08-27 00:00:00.000,68.3
"FDR CATTLE","Put","202606",398,3.98,2026-08-27 00:00:00.000,69.175
"FDR CATTLE","Put","202606",399,3.99,2026-08-27 00:00:00.000,70.074999999999989
"FDR CATTLE","Put","202606",400,4,2026-08-27 00:00:00.000,70.975
"FDR CATTLE","Put","202606",401,4.01,2026-08-27 00:00:00.000,71.875
"FDR CATTLE","Put","202606",402,4.02,2026-08-27 00:00:00.000,72.775
"FDR CATTLE","Put","202606",403,4.03,2026-08-27 00:00:00.000,73.675000000000011
"FDR CATTLE","Put","202606",404,4.04,2026-08-27 00:00:00.000,74.575
"FDR CATTLE","Put","202606",405,4.05,2026-08-27 00:00:00.000,75.5
"FDR CATTLE","Put","202606",406,4.06,2026-08-27 00:00:00.000,76.425
"FDR CATTLE","Put","202606",407,4.07,2026-08-27 00:00:00.000,77.3375
"FDR CATTLE","Put","202606",408,4.08,2026-08-27 00:00:00.000,78.25
"FDR CATTLE","Put","202606",409,4.09,2026-08-27 00:00:00.000,79.175
"FDR CATTLE","Put","202606",410,4.1,2026-08-27 00:00:00.000,80.1
"FDR CATTLE","Put","202606",411,4.11,2026-08-27 00:00:00.000,81.025
"FDR CATTLE","Put","202606",412,4.12,2026-08-27 00:00:00.000,81.95
"FDR CATTLE","Put","202606",413,4.13,2026-08-27 00:00:00.000,82.8875
"FDR CATTLE","Put","202606",414,4.14,2026-08-27 00:00:00.000,83.825
"FDR CATTLE","Put","202606",415,4.15,2026-08-27 00:00:00.000,84.7625
"FDR CATTLE","Put","202606",416,4.16,2026-08-27 00:00:00.000,85.7
"FDR CATTLE","Put","202606",417,4.17,2026-08-27 00:00:00.000,86.65
"FDR CATTLE","Put","202606",418,4.18,2026-08-27 00:00:00.000,87.6
"FDR CATTLE","Put","202606",419,4.19,2026-08-27 00:00:00.000,88.55
"FDR CATTLE","Put","202606",420,4.2,2026-08-27 00:00:00.000,89.5
"FDR CATTLE","Put","202606",421,4.21,2026-08-27 00:00:00.000,90.45
"FDR CATTLE","Put","202606",422,4.22,2026-08-27 00:00:00.000,91.4
"FDR CATTLE","Put","202606",423,4.23,2026-08-27 00:00:00.000,92.35
"FDR CATTLE","Put","202606",424,4.24,2026-08-27 00:00:00.000,93.3
"FDR CATTLE","Put","202606",425,4.25,2026-08-27 00:00:00.000,94.262499999999989
"FDR CATTLE","Put","202606",426,4.26,2026-08-27 00:00:00.000,95.225
"FDR CATTLE","Put","202606",427,4.27,2026-08-27 00:00:00.000,96.1875
"FDR CATTLE","Put","202606",428,4.28,2026-08-27 00:00:00.000,97.15
"FDR CATTLE","Put","202606",429,4.29,2026-08-27 00:00:00.000,98.112500000000011
"FDR CATTLE","Put","202606",430,4.3,2026-08-27 00:00:00.000,99.075
"FDR CATTLE","Put","202606",431,4.31,2026-08-27 00:00:00.000,100.05000000000001
"FDR CATTLE","Put","202606",432,4.32,2026-08-27 00:00:00.000,101.025
"FDR CATTLE","Put","202606",433,4.33,2026-08-27 00:00:00.000,101.98750000000001
"FDR CATTLE","Put","202606",434,4.34,2026-08-27 00:00:00.000,102.95
