report_date,commodity,value,week_of_year,year,indexby_year,row_count,rankby_commodity,commodity_row_count,percent_rank_pork_column,year_offset,start_of_week,end_of_week
2013-01-18,Butt,84.32,35,2013,10,29520,1219,1258,0.0310015898251192,12,2013-01-13,2013-01-18
2013-01-22,Butt,85.49,42,2013,11,29520,1218,1258,0.0317965023847376,12,2013-01-20,2013-01-25
2013-01-22,Carcass,88.29,42,2013,11,29520,1004,1258,0.2019077901430842,12,2013-01-20,2013-01-25
2013-01-22,Total Loads,812.36,42,2013,11,29520,1,1258,0.9992050874403816,12,2013-01-20,2013-01-25
2013-01-22,Trim,74.37470588235294,42,2013,11,29520,1246,1258,0.0095389507154213,12,2013-01-20,2013-01-25
2013-01-22,Rib,129.85,42,2013,11,29520,880,1258,0.300476947535771,12,2013-01-20,2013-01-25
2013-01-22,Loin,93.45,42,2013,11,29520,635,1258,0.4952305246422893,12,2013-01-20,2013-01-25
2013-01-22,Picnic,57.25,42,2013,11,29520,1192,1258,0.0524642289348171,12,2013-01-20,2013-01-25
2013-01-22,Ham,68.83,42,2013,11,29520,1192,1258,0.0524642289348171,12,2013-01-20,2013-01-25
2013-01-22,Belly,143.78,42,2013,11,29520,586,1258,0.534181240063593,12,2013-01-20,2013-01-25
2013-01-23,Loin,92.06,43,2013,12,29520,675,1258,0.4634340222575517,12,2013-01-20,2013-01-25
2013-01-23,Ham,70.6,43,2013,12,29520,1167,1258,0.0723370429252782,12,2013-01-20,2013-01-25
2013-01-23,Total Loads,452.8,43,2013,12,29520,6,1258,0.9952305246422892,12,2013-01-20,2013-01-25
2013-01-23,Carcass,88.27,43,2013,12,29520,1004,1258,0.2019077901430842,12,2013-01-20,2013-01-25
2013-01-23,Rib,131.83,43,2013,12,29520,841,1258,0.3314785373608902,12,2013-01-20,2013-01-25
2013-01-23,Butt,84.96,43,2013,12,29520,1218,1258,0.0317965023847376,12,2013-01-20,2013-01-25
2013-01-23,Picnic,59.58,43,2013,12,29520,1163,1258,0.0755166931637519,12,2013-01-20,2013-01-25
2013-01-23,Belly,141.98,43,2013,12,29520,609,1258,0.5158982511923688,12,2013-01-20,2013-01-25
2013-01-23,Trim,75.07076923076923,43,2013,12,29520,1245,1258,0.0103338632750397,12,2013-01-20,2013-01-25
2013-01-24,Total Loads,314.29,44,2013,13,29520,475,1258,0.62241653418124,12,2013-01-20,2013-01-25
2013-01-24,Rib,128.02,44,2013,13,29520,906,1258,0.2798092209856916,12,2013-01-20,2013-01-25
2013-01-24,Picnic,55.83,44,2013,13,29520,1204,1258,0.0429252782193958,12,2013-01-20,2013-01-25
2013-01-24,Butt,84.93,44,2013,13,29520,1218,1258,0.0317965023847376,12,2013-01-20,2013-01-25
2013-01-24,Belly,138.55,44,2013,13,29520,651,1258,0.4825119236883942,12,2013-01-20,2013-01-25
2013-01-24,Carcass,86.85,44,2013,13,29520,1044,1258,0.1701112877583466,12,2013-01-20,2013-01-25
2013-01-24,Ham,67.93,44,2013,13,29520,1201,1258,0.0453100158982512,12,2013-01-20,2013-01-25
2013-01-24,Loin,92.52,44,2013,13,29520,661,1258,0.4745627980922098,12,2013-01-20,2013-01-25
2013-01-24,Trim,71.096,44,2013,13,29520,1256,1258,0.0015898251192368,12,2013-01-20,2013-01-25
2013-01-25,Carcass,88.13,45,2013,14,29520,1006,1258,0.2003179650238473,12,2013-01-20,2013-01-25
2013-01-25,Belly,137.73,45,2013,14,29520,659,1258,0.4761526232114466,12,2013-01-20,2013-01-25
2013-01-25,Picnic,55.34,45,2013,14,29520,1208,1258,0.039745627980922,12,2013-01-20,2013-01-25
2013-01-25,Butt,85.06,45,2013,14,29520,1218,1258,0.0317965023847376,12,2013-01-20,2013-01-25
2013-01-25,Total Loads,243.98,45,2013,14,29520,1094,1258,0.1303656597774245,12,2013-01-20,2013-01-25
2013-01-25,Loin,91.02,45,2013,14,29520,700,1258,0.4435612082670906,12,2013-01-20,2013-01-25
2013-01-25,Trim,68.44727272727272,45,2013,14,29520,1258,1258,0.0,12,2013-01-20,2013-01-25
2013-01-25,Rib,127.11,45,2013,14,29520,914,1258,0.273449920508744,12,2013-01-20,2013-01-25
2013-01-25,Ham,75.21,45,2013,14,29520,1074,1258,0.1462639109697933,12,2013-01-20,2013-01-25
2013-01-28,Total Loads,397.35,51,2013,15,29520,63,1258,0.949920508744038,12,2013-01-27,2013-02-01
2013-01-28,Loin,92.14,51,2013,15,29520,673,1258,0.4650238473767885,12,2013-01-27,2013-02-01
2013-01-28,Trim,72.08454545454546,51,2013,15,29520,1255,1258,0.0023847376788552,12,2013-01-27,2013-02-01
2013-01-28,Carcass,89.83,51,2013,15,29520,959,1258,0.2376788553259141,12,2013-01-27,2013-02-01
2013-01-28,Ham,74.18,51,2013,15,29520,1103,1258,0.1232114467408584,12,2013-01-27,2013-02-01
2013-01-28,Butt,86.23,51,2013,15,29520,1218,1258,0.0317965023847376,12,2013-01-27,2013-02-01
2013-01-28,Belly,148.57,51,2013,15,29520,525,1258,0.5826709062003179,12,2013-01-27,2013-02-01
2013-01-28,Rib,130.76,51,2013,15,29520,861,1258,0.3155802861685215,12,2013-01-27,2013-02-01
2013-01-28,Picnic,55.36,51,2013,15,29520,1208,1258,0.039745627980922,12,2013-01-27,2013-02-01
2013-01-29,Rib,128.81,52,2013,16,29520,898,1258,0.2861685214626391,12,2013-01-27,2013-02-01
2013-01-29,Picnic,57.02,52,2013,16,29520,1194,1258,0.0508744038155802,12,2013-01-27,2013-02-01
2013-01-29,Belly,140.04,52,2013,16,29520,636,1258,0.4944356120826709,12,2013-01-27,2013-02-01
2013-01-29,Ham,75.56,52,2013,16,29520,1064,1258,0.1542130365659777,12,2013-01-27,2013-02-01
2013-01-29,Loin,92.75,52,2013,16,29520,651,1258,0.4825119236883942,12,2013-01-27,2013-02-01
2013-01-29,Butt,84.53,52,2013,16,29520,1218,1258,0.0317965023847376,12,2013-01-27,2013-02-01
2013-01-29,Carcass,88.93,52,2013,16,29520,983,1258,0.2186009538950715,12,2013-01-27,2013-02-01
2013-01-29,Total Loads,325.15,52,2013,16,29520,380,1258,0.697933227344992,12,2013-01-27,2013-02-01
2013-01-29,Trim,76.01538461538462,52,2013,16,29520,1240,1258,0.0143084260731319,12,2013-01-27,2013-02-01
2013-01-30,Butt,85.43,53,2013,17,29520,1218,1258,0.0317965023847376,12,2013-01-27,2013-02-01
2013-01-30,Belly,143.39,53,2013,17,29520,589,1258,0.5317965023847377,12,2013-01-27,2013-02-01
2013-01-30,Ham,75.48,53,2013,17,29520,1067,1258,0.1518282988871224,12,2013-01-27,2013-02-01
2013-01-30,Carcass,89.78,53,2013,17,29520,962,1258,0.2352941176470588,12,2013-01-27,2013-02-01
2013-01-30,Loin,92.5,53,2013,17,29520,662,1258,0.4737678855325914,12,2013-01-27,2013-02-01
2013-01-30,Rib,131.36,53,2013,17,29520,849,1258,0.3251192368839427,12,2013-01-27,2013-02-01
2013-01-30,Picnic,59.5,53,2013,17,29520,1165,1258,0.073926868044515,12,2013-01-27,2013-02-01
2013-01-30,Trim,74.64545454545454,53,2013,17,29520,1245,1258,0.0103338632750397,12,2013-01-27,2013-02-01
2013-01-30,Total Loads,442.94,53,2013,17,29520,9,1258,0.992845786963434,12,2013-01-27,2013-02-01
2013-01-31,Carcass,89.3,54,2013,18,29520,977,1258,0.2233704292527821,12,2013-01-27,2013-02-01
2013-01-31,Total Loads,351.01,54,2013,18,29520,201,1258,0.8402225755166932,12,2013-01-27,2013-02-01
2013-01-31,Butt,83.14,54,2013,18,29520,1220,1258,0.0302066772655007,12,2013-01-27,2013-02-01
2013-01-31,Picnic,54.73,54,2013,18,29520,1214,1258,0.0349761526232114,12,2013-01-27,2013-02-01
2013-01-31,Ham,72.31,54,2013,18,29520,1134,1258,0.0985691573926867,12,2013-01-27,2013-02-01
2013-01-31,Rib,130.08,54,2013,18,29520,875,1258,0.3044515103338633,12,2013-01-27,2013-02-01
2013-01-31,Trim,82.34692307692308,54,2013,18,29520,1191,1258,0.0532591414944355,12,2013-01-27,2013-02-01
2013-01-31,Belly,151.38,54,2013,18,29520,489,1258,0.6112877583465818,12,2013-01-27,2013-02-01
2013-01-31,Loin,90.84,54,2013,18,29520,706,1258,0.43879173290938,12,2013-01-27,2013-02-01
2013-02-01,Rib,128.79,55,2013,19,29520,898,1258,0.2861685214626391,12,2013-01-27,2013-02-01
2013-02-01,Total Loads,279.91,55,2013,19,29520,813,1258,0.3537360890302067,12,2013-01-27,2013-02-01
2013-02-01,Belly,150.67,55,2013,19,29520,501,1258,0.6017488076311605,12,2013-01-27,2013-02-01
2013-02-01,Carcass,89.38,55,2013,19,29520,975,1258,0.224960254372019,12,2013-01-27,2013-02-01
2013-02-01,Ham,71.92,55,2013,19,29520,1141,1258,0.0930047694753577,12,2013-01-27,2013-02-01
2013-02-01,Loin,92.78,55,2013,19,29520,650,1258,0.4833068362480127,12,2013-01-27,2013-02-01
2013-02-01,Picnic,53.65,55,2013,19,29520,1221,1258,0.0294117647058823,12,2013-01-27,2013-02-01
2013-02-01,Butt,82.25,55,2013,19,29520,1220,1258,0.0302066772655007,12,2013-01-27,2013-02-01
2013-02-01,Trim,73.735,55,2013,19,29520,1248,1258,0.0079491255961844,12,2013-01-27,2013-02-01
2013-02-04,Ham,76.23,61,2013,20,29520,1053,1258,0.1629570747217805,12,2013-02-03,2013-02-08
2013-02-04,Trim,74.357,61,2013,20,29520,1246,1258,0.0095389507154213,12,2013-02-03,2013-02-08
2013-02-04,Carcass,90.86,61,2013,20,29520,937,1258,0.2551669316375199,12,2013-02-03,2013-02-08
2013-02-04,Picnic,55.39,61,2013,20,29520,1208,1258,0.039745627980922,12,2013-02-03,2013-02-08
2013-02-04,Rib,130.36,61,2013,20,29520,869,1258,0.3092209856915739,12,2013-02-03,2013-02-08
2013-02-04,Belly,155.83,61,2013,20,29520,447,1258,0.6446740858505564,12,2013-02-03,2013-02-08
2013-02-04,Butt,83.36,61,2013,20,29520,1219,1258,0.0310015898251192,12,2013-02-03,2013-02-08
2013-02-04,Loin,90.69,61,2013,20,29520,706,1258,0.43879173290938,12,2013-02-03,2013-02-08
2013-02-04,Total Loads,396.94,61,2013,20,29520,64,1258,0.9491255961844196,12,2013-02-03,2013-02-08
2013-02-05,Trim,71.283,62,2013,21,29520,1256,1258,0.0015898251192368,12,2013-02-03,2013-02-08
2013-02-05,Picnic,56.19,62,2013,21,29520,1202,1258,0.0445151033386327,12,2013-02-03,2013-02-08
2013-02-05,Rib,129.06,62,2013,21,29520,896,1258,0.287758346581876,12,2013-02-03,2013-02-08
2013-02-05,Belly,152.94,62,2013,21,29520,476,1258,0.6216216216216216,12,2013-02-03,2013-02-08
2013-02-05,Butt,83.1,62,2013,21,29520,1220,1258,0.0302066772655007,12,2013-02-03,2013-02-08
2013-02-05,Carcass,90.42,62,2013,21,29520,948,1258,0.2464228934817169,12,2013-02-03,2013-02-08
2013-02-05,Total Loads,390.88,62,2013,21,29520,70,1258,0.944356120826709,12,2013-02-03,2013-02-08
2013-02-05,Ham,74.84,62,2013,21,29520,1083,1258,0.1391096979332273,12,2013-02-03,2013-02-08
2013-02-05,Loin,92.44,62,2013,21,29520,663,1258,0.472972972972973,12,2013-02-03,2013-02-08
2013-02-06,Ham,75.73,63,2013,22,29520,1059,1258,0.1581875993640699,12,2013-02-03,2013-02-08
2013-02-06,Carcass,89.01,63,2013,22,29520,981,1258,0.2201907790143083,12,2013-02-03,2013-02-08
2013-02-06,Belly,145.22,63,2013,22,29520,559,1258,0.5556438791732909,12,2013-02-03,2013-02-08
2013-02-06,Loin,91.95,63,2013,22,29520,678,1258,0.4610492845786963,12,2013-02-03,2013-02-08
2013-02-06,Total Loads,408.37,63,2013,22,29520,52,1258,0.958664546899841,12,2013-02-03,2013-02-08
2013-02-06,Trim,72.74307692307693,63,2013,22,29520,1252,1258,0.0047694753577106,12,2013-02-03,2013-02-08
2013-02-06,Rib,130.55,63,2013,22,29520,864,1258,0.3131955484896661,12,2013-02-03,2013-02-08
2013-02-06,Picnic,54.35,63,2013,22,29520,1214,1258,0.0349761526232114,12,2013-02-03,2013-02-08
2013-02-06,Butt,80.8,63,2013,22,29520,1221,1258,0.0294117647058823,12,2013-02-03,2013-02-08
2013-02-07,Belly,141.06,64,2013,23,29520,619,1258,0.5079491255961844,12,2013-02-03,2013-02-08
2013-02-07,Total Loads,348.98,64,2013,23,29520,210,1258,0.8330683624801271,12,2013-02-03,2013-02-08
2013-02-07,Trim,70.75727272727272,64,2013,23,29520,1256,1258,0.0015898251192368,12,2013-02-03,2013-02-08
2013-02-07,Butt,80.37,64,2013,23,29520,1223,1258,0.0278219395866454,12,2013-02-03,2013-02-08
2013-02-07,Carcass,86.97,64,2013,23,29520,1039,1258,0.1740858505564387,12,2013-02-03,2013-02-08
2013-02-07,Loin,90.95,64,2013,23,29520,701,1258,0.4427662957074721,12,2013-02-03,2013-02-08
2013-02-07,Ham,73.0,64,2013,23,29520,1125,1258,0.1057233704292527,12,2013-02-03,2013-02-08
2013-02-07,Picnic,50.7,64,2013,23,29520,1242,1258,0.012718600953895,12,2013-02-03,2013-02-08
2013-02-07,Rib,126.81,64,2013,23,29520,918,1258,0.2702702702702702,12,2013-02-03,2013-02-08
2013-02-08,Ham,76.9,65,2013,24,29520,1034,1258,0.178060413354531,12,2013-02-03,2013-02-08
2013-02-08,Carcass,86.71,65,2013,24,29520,1046,1258,0.1685214626391097,12,2013-02-03,2013-02-08
2013-02-08,Belly,139.93,65,2013,24,29520,637,1258,0.4936406995230524,12,2013-02-03,2013-02-08
2013-02-08,Trim,67.28166666666667,65,2013,24,29520,1259,1258,0.0,12,2013-02-03,2013-02-08
2013-02-08,Loin,88.27,65,2013,24,29520,780,1258,0.3799682034976152,12,2013-02-03,2013-02-08
2013-02-08,Butt,80.6,65,2013,24,29520,1222,1258,0.0286168521462638,12,2013-02-03,2013-02-08
2013-02-08,Total Loads,280.21,65,2013,24,29520,809,1258,0.3569157392686804,12,2013-02-03,2013-02-08
2013-02-08,Picnic,49.36,65,2013,24,29520,1245,1258,0.0103338632750397,12,2013-02-03,2013-02-08
2013-02-08,Rib,126.92,65,2013,24,29520,918,1258,0.2702702702702702,12,2013-02-03,2013-02-08
2013-02-11,Picnic,51.9,71,2013,25,29520,1237,1258,0.0166931637519872,12,2013-02-10,2013-02-15
2013-02-11,Belly,133.97,71,2013,25,29520,716,1258,0.4308426073131955,12,2013-02-10,2013-02-15
2013-02-11,Butt,81.16,71,2013,25,29520,1221,1258,0.0294117647058823,12,2013-02-10,2013-02-15
2013-02-11,Carcass,86.62,71,2013,25,29520,1048,1258,0.1669316375198728,12,2013-02-10,2013-02-15
2013-02-11,Loin,91.5,71,2013,25,29520,690,1258,0.451510333863275,12,2013-02-10,2013-02-15
2013-02-11,Trim,71.41090909090909,71,2013,25,29520,1256,1258,0.0015898251192368,12,2013-02-10,2013-02-15
2013-02-11,Total Loads,402.46,71,2013,25,29520,59,1258,0.9531001589825118,12,2013-02-10,2013-02-15
2013-02-11,Ham,75.24,71,2013,25,29520,1073,1258,0.1470588235294118,12,2013-02-10,2013-02-15
2013-02-11,Rib,128.02,71,2013,25,29520,906,1258,0.2798092209856916,12,2013-02-10,2013-02-15
2013-02-12,Total Loads,424.59,72,2013,26,29520,26,1258,0.9793322734499204,12,2013-02-10,2013-02-15
2013-02-12,Belly,133.15,72,2013,26,29520,730,1258,0.4197138314785373,12,2013-02-10,2013-02-15
2013-02-12,Ham,75.72,72,2013,26,29520,1060,1258,0.1573926868044515,12,2013-02-10,2013-02-15
2013-02-12,Rib,131.54,72,2013,26,29520,848,1258,0.3259141494435612,12,2013-02-10,2013-02-15
2013-02-12,Carcass,87.8,72,2013,26,29520,1016,1258,0.1923688394276629,12,2013-02-10,2013-02-15
2013-02-12,Butt,81.72,72,2013,26,29520,1220,1258,0.0302066772655007,12,2013-02-10,2013-02-15
2013-02-12,Trim,68.44333333333333,72,2013,26,29520,1258,1258,0.0,12,2013-02-10,2013-02-15
2013-02-12,Loin,93.4,72,2013,26,29520,635,1258,0.4952305246422893,12,2013-02-10,2013-02-15
2013-02-12,Picnic,57.67,72,2013,26,29520,1186,1258,0.0572337042925278,12,2013-02-10,2013-02-15
2013-02-13,Belly,133.1,73,2013,27,29520,731,1258,0.4189189189189189,12,2013-02-10,2013-02-15
2013-02-13,Trim,68.77000000000001,73,2013,27,29520,1258,1258,0.0,12,2013-02-10,2013-02-15
2013-02-13,Ham,76.4,73,2013,27,29520,1049,1258,0.1661367249602543,12,2013-02-10,2013-02-15
2013-02-13,Butt,78.4,73,2013,27,29520,1226,1258,0.0254372019077901,12,2013-02-10,2013-02-15
2013-02-13,Picnic,54.05,73,2013,27,29520,1215,1258,0.034181240063593,12,2013-02-10,2013-02-15
2013-02-13,Rib,128.92,73,2013,27,29520,898,1258,0.2861685214626391,12,2013-02-10,2013-02-15
2013-02-13,Loin,90.69,73,2013,27,29520,706,1258,0.43879173290938,12,2013-02-10,2013-02-15
2013-02-13,Carcass,86.55,73,2013,27,29520,1051,1258,0.1645468998410174,12,2013-02-10,2013-02-15
2013-02-13,Total Loads,362.66,73,2013,27,29520,150,1258,0.8807631160572336,12,2013-02-10,2013-02-15
2013-02-14,Ham,72.85,74,2013,28,29520,1128,1258,0.1033386327503974,12,2013-02-10,2013-02-15
2013-02-14,Rib,126.25,74,2013,28,29520,928,1258,0.2623211446740858,12,2013-02-10,2013-02-15
2013-02-14,Trim,64.52545454545455,74,2013,28,29520,1259,1258,0.0,12,2013-02-10,2013-02-15
2013-02-14,Belly,136.22,74,2013,28,29520,681,1258,0.458664546899841,12,2013-02-10,2013-02-15
